,empirical_rolling_corr
2024-08-30,-0.4319467411588361
2024-08-31,-0.42848934902150043
2024-09-01,-0.4211744988486841
2024-09-02,-0.4079292096898532
2024-09-03,-0.38661833318226474
2024-09-04,-0.36020245825889924
2024-09-05,-0.32202730340640734
2024-09-06,-0.3074411741255901
2024-09-07,-0.30130864787938605
2024-09-08,-0.2967721283655867
2024-09-09,-0.291478909234201
2024-09-10,-0.29137790597191165
2024-09-11,-0.28758940866313354
2024-09-12,-0.28592317838701325
2024-09-13,-0.2950375668782567
2024-09-14,-0.2962818558318994
2024-09-15,-0.29603938349131614
2024-09-16,-0.29363439715656003
2024-09-17,-0.2889560989266627
2024-09-18,-0.29090671622380176
2024-09-19,-0.2970385184526556
2024-09-20,-0.29610901444848253
2024-09-21,-0.2883944110482255
2024-09-22,-0.27935041105274483
2024-09-23,-0.2782420138999839
2024-09-24,-0.28298599019920123
2024-09-25,-0.2878823578477285
2024-09-26,-0.292713504134347
2024-09-27,-0.32406528075616664
2024-09-28,-0.3565796663065998
2024-09-29,-0.36233999420130875
2024-09-30,-0.36693225201702107
2024-10-01,-0.37771702651844086
2024-10-02,-0.3798792649697103
2024-10-03,-0.38348516225341034
2024-10-04,-0.384350826093157
2024-10-05,-0.3860648301595568
2024-10-06,-0.38439275296349024
2024-10-07,-0.3815414049071424
2024-10-08,-0.37740901944660504
2024-10-09,-0.37493217386563965
2024-10-10,-0.37878169096734843
2024-10-11,-0.38737950924932746
2024-10-12,-0.39073479150420515
2024-10-13,-0.4092306377808356
2024-10-14,-0.42430868023279106
2024-10-15,-0.42861227947284236
2024-10-16,-0.4318652782770818
2024-10-17,-0.43710857303964884
2024-10-18,-0.43774294281042797
2024-10-19,-0.4371621309014533
2024-10-20,-0.43091852192776176
2024-10-21,-0.430455844081488
2024-10-22,-0.42995502374741285
2024-10-23,-0.4278778914141639
2024-10-24,-0.42307183592575964
2024-10-25,-0.42155360682082366
2024-10-26,-0.4264606103641448
2024-10-27,-0.43085050088382987
2024-10-28,-0.43405075842436863
2024-10-29,-0.4354462977798354
2024-10-30,-0.44194745543104125
2024-10-31,-0.45539814184148114
2024-11-01,-0.4606031492765248
2024-11-02,-0.4632301359160213
2024-11-03,-0.4790718640510505
2024-11-04,-0.4821297588242585
2024-11-05,-0.4850076702159878
2024-11-06,-0.47196453809126093
2024-11-07,-0.4556164310267725
2024-11-08,-0.4637500099325091
2024-11-09,-0.4629059288158018
2024-11-10,-0.46170805711114515
2024-11-11,-0.4646232154740608
2024-11-12,-0.467695325423459
2024-11-13,-0.46939492061268373
2024-11-14,-0.47048400000771023
2024-11-15,-0.47223026599375434
2024-11-16,-0.47276287377257775
2024-11-17,-0.4744681291986336
2024-11-18,-0.4738883652570583
2024-11-19,-0.46681699997485976
2024-11-20,-0.464151044805527
2024-11-21,-0.4604155223449753
2024-11-22,-0.45576907286576834
2024-11-23,-0.4467075454861411
2024-11-24,-0.46325320980143886
2024-11-25,-0.4815076115049264
2024-11-26,-0.45929180262911046
2024-11-27,-0.43906038017658316
2024-11-28,-0.43905106529706894
2024-11-29,-0.43854211634510065
2024-11-30,-0.4276515857280378
2024-12-01,-0.4269138179142416
2024-12-02,-0.4271931618941988
2024-12-03,-0.4264577717630012
2024-12-04,-0.4327931597897912
2024-12-05,-0.44473328260604533
2024-12-06,-0.4523240425159665
2024-12-07,-0.45066469371291507
2024-12-08,-0.4526055877739934
2024-12-09,-0.4460852247761753
2024-12-10,-0.4381595155386486
2024-12-11,-0.44154749030611035
2024-12-12,-0.41056492233673075
2024-12-13,-0.38316286851799747
2024-12-14,-0.38835404777545596
2024-12-15,-0.38910933567001194
2024-12-16,-0.39943018563756344
2024-12-17,-0.4104132213003928
2024-12-18,-0.41783530881811154
2024-12-19,-0.437483577435747
2024-12-20,-0.4440630431636668
2024-12-21,-0.4549136695391746
2024-12-22,-0.4762182969611421
2024-12-23,-0.48817471266307866
2024-12-24,-0.49128777754662495
2024-12-25,-0.4921610539178937
2024-12-26,-0.49258496927360235
2024-12-27,-0.49265374695745834
2024-12-28,-0.48979102622988724
2024-12-29,-0.48779576459966184
2024-12-30,-0.49043722108227944
2024-12-31,-0.49356441030310294
2025-01-01,-0.5102981752085959
2025-01-02,-0.5304986117675025
2025-01-03,-0.5367261693699276
2025-01-04,-0.5401242245457885
2025-01-05,-0.5467519031707423
2025-01-06,-0.5661905730689545
2025-01-07,-0.5751278408620324
2025-01-08,-0.577676965431439
2025-01-09,-0.5826370640755864
2025-01-10,-0.5859322321006851
2025-01-11,-0.584143011697068
2025-01-12,-0.5789489363639572
2025-01-13,-0.5753391657258679
2025-01-14,-0.5748668981654005
2025-01-15,-0.5778599429570455
2025-01-16,-0.5826108477623598
2025-01-17,-0.5833250447626411
2025-01-18,-0.584612828209491
2025-01-19,-0.5854013646849122
2025-01-20,-0.5879462265824322
2025-01-21,-0.5910604205186601
2025-01-22,-0.5950423216358683
2025-01-23,-0.5850795576161607
2025-01-24,-0.5741395125585895
2025-01-25,-0.5740403977380504
2025-01-26,-0.5725558800910518
2025-01-27,-0.5747459738204419
2025-01-28,-0.5776179196343295
2025-01-29,-0.5783038686208493
2025-01-30,-0.5807223305339974
2025-01-31,-0.5831247097649096
2025-02-01,-0.5828129331426163
2025-02-02,-0.5791029824114412
2025-02-03,-0.5781699443721439
2025-02-04,-0.5781016107194504
2025-02-05,-0.5802021936973435
2025-02-06,-0.5822715386025932
2025-02-07,-0.5840218968514744
2025-02-08,-0.5837386209772607
2025-02-09,-0.583742634344625
2025-02-10,-0.6240168893468353
2025-02-11,-0.6885450248431716
2025-02-12,-0.6871800559607885
2025-02-13,-0.6871151476124672
2025-02-14,-0.6783880198020774
2025-02-15,-0.6748593750048042
2025-02-16,-0.6749556539767375
2025-02-17,-0.6667570652484297
2025-02-18,-0.6608349663334218
2025-02-19,-0.6501901804525864
2025-02-20,-0.6263866972807313
2025-02-21,-0.6157101583676116
2025-02-22,-0.6167609747707473
2025-02-23,-0.6195156980509207
2025-02-24,-0.6260765370406914
2025-02-25,-0.6338510112691522
2025-02-26,-0.640740957636493
2025-02-27,-0.645154527523102
2025-02-28,-0.6420628727169329
2025-03-01,-0.6350781862247475
2025-03-02,-0.5984227176409317
2025-03-03,-0.5539145900364303
2025-03-04,-0.5412187874910189
2025-03-05,-0.5296209589524931
2025-03-06,-0.515295222109489
2025-03-07,-0.46931939327530364
2025-03-08,-0.4069773429427912
2025-03-09,-0.36898519791709833
2025-03-10,-0.35261073214776034
2025-03-11,-0.3448525319321736
2025-03-12,-0.3416916750370181
2025-03-13,-0.3368356542421473
2025-03-14,-0.3357026112735571
2025-03-15,-0.3344505993123091
2025-03-16,-0.3335264631286427
2025-03-17,-0.32766733265315734
2025-03-18,-0.3148250441564686
2025-03-19,-0.29789819806405743
2025-03-20,-0.28485465416718325
2025-03-21,-0.2773584425506945
2025-03-22,-0.30914039504168594
2025-03-23,-0.3387584271925897
2025-03-24,-0.3493543609623344
2025-03-25,-0.34168209480724476
2025-03-26,-0.33109029882784796
2025-03-27,-0.3256032953002912
2025-03-28,-0.2857795119627731
2025-03-29,-0.26534495093263816
2025-03-30,-0.30107705146673636
2025-03-31,-0.34531810085435355
2025-04-01,-0.3476623182082528
2025-04-02,-0.351530765470825
2025-04-03,-0.34696853622531965
2025-04-04,-0.3264252423605572
2025-04-05,-0.3088787342229435
2025-04-06,-0.3027931851672314
2025-04-07,-0.2900676063515247
2025-04-08,-0.292559699622346
2025-04-09,-0.29664872883376364
2025-04-10,-0.2927936584174443
2025-04-11,-0.30473196071292713
2025-04-12,-0.31920556777970804
2025-04-13,-0.3393959021781638
2025-04-14,-0.34617468511807886
2025-04-15,-0.34824225571050665
2025-04-16,-0.33733346958900534
2025-04-17,-0.3283399665388167
2025-04-18,-0.32151635954495655
2025-04-19,-0.30955507098348667
2025-04-20,-0.30148114694186007
2025-04-21,-0.3030769972567798
2025-04-22,-0.30608805843128467
2025-04-23,-0.30543439184623106
2025-04-24,-0.3074064307490291
2025-04-25,-0.30741828060837906
2025-04-26,-0.31184945082935367
2025-04-27,-0.2946632374777352
2025-04-28,-0.2824215767851073
2025-04-29,-0.2710971965578772
2025-04-30,-0.2573766046552785
2025-05-01,-0.24152441022163026
2025-05-02,-0.23174915201815502
2025-05-03,-0.22977841370227392
2025-05-04,-0.24137314838691556
2025-05-05,-0.2527565400010823
2025-05-06,-0.25893845342880684
2025-05-07,-0.259739243513921
2025-05-08,-0.2682299701171974
2025-05-09,-0.2685138640528429
2025-05-10,-0.25288797539835944
2025-05-11,-0.22673268076602127
2025-05-12,-0.20251831396955158
2025-05-13,-0.18618108697896685
2025-05-14,-0.1790925157765416
2025-05-15,-0.18097358875890426
2025-05-16,-0.1890284603128937
2025-05-17,-0.1920146664708148
2025-05-18,-0.19687368876647518
2025-05-19,-0.19905020050758634
2025-05-20,-0.19828440356816524
2025-05-21,-0.17654953127608117
2025-05-22,-0.15635646601154773
2025-05-23,-0.15413483359695276
2025-05-24,-0.1443733508513648
2025-05-25,-0.1614410478041581
2025-05-26,-0.17062346926816407
2025-05-27,-0.17866795008890637
2025-05-28,-0.17261697160496847
2025-05-29,-0.1426931230313546
2025-05-30,-0.131593130427848
2025-05-31,-0.13548068595047355
2025-06-01,-0.1369311966374918
2025-06-02,-0.14483787789953406
2025-06-03,-0.1531824945532755
2025-06-04,-0.1596385263255999
2025-06-05,-0.16691772554197704
2025-06-06,-0.17644635409928566
2025-06-07,-0.18612099167517782
2025-06-08,-0.1947972390903696
2025-06-09,-0.21975499746802293
2025-06-10,-0.22814836529226737
2025-06-11,-0.22638675352138452
2025-06-12,-0.22213218082316669
2025-06-13,-0.20815226173033738
2025-06-14,-0.20409970687352985
2025-06-15,-0.20067423194308373
2025-06-16,-0.19762625742190354
2025-06-17,-0.20375870397918738
2025-06-18,-0.20691962400025035
2025-06-19,-0.21122810070021333
2025-06-20,-0.21274513082629612
2025-06-21,-0.2057042707912947
2025-06-22,-0.18637999721576648
2025-06-23,-0.18514983385891007
2025-06-24,-0.19975060992799906
2025-06-25,-0.20416072837333202
2025-06-26,-0.22354822789959852
2025-06-27,-0.22736815631509197
2025-06-28,-0.2322697960396165
2025-06-29,-0.23588180935533123
2025-06-30,-0.24607353293559805
2025-07-01,-0.2641441246296179
2025-07-02,-0.27170725913127874
2025-07-03,-0.2700325192540766
2025-07-04,-0.26803597481766817
2025-07-05,-0.2674229207469745
2025-07-06,-0.2655175174342172
2025-07-07,-0.26453379756942497
2025-07-08,-0.2624707709402592
2025-07-09,-0.2717042312987566
2025-07-10,-0.29541454970233194
2025-07-11,-0.31813259648357345
2025-07-12,-0.32614067100883454
2025-07-13,-0.3302721557882519
2025-07-14,-0.3339842098331128
2025-07-15,-0.33645154268553035
2025-07-16,-0.3398740841752879
2025-07-17,-0.34127229770248485
2025-07-18,-0.34464194189963876
2025-07-19,-0.34303872096637855
2025-07-20,-0.3340325333696204
2025-07-21,-0.3309104928342236
2025-07-22,-0.3305398041157121
2025-07-23,-0.32840774094445496
2025-07-24,-0.32252397635757324
2025-07-25,-0.3225778441106881
2025-07-26,-0.3189469584054346
2025-07-27,-0.32623583548207963
2025-07-28,-0.33564856951434874
2025-07-29,-0.33171191178684606
2025-07-30,-0.3343333872918312
2025-07-31,-0.3390529016474815
2025-08-01,-0.3382702166439675
2025-08-02,-0.3336103318441302
2025-08-03,-0.3298475707032135
2025-08-04,-0.3276741503681058
2025-08-05,-0.32951238683212924
2025-08-06,-0.3261038957723721
2025-08-07,-0.3136834549529696
2025-08-08,-0.2861869164085043
2025-08-09,-0.27564530897744416
2025-08-10,-0.26557861702381125
2025-08-11,-0.26527174513265994
2025-08-12,-0.2682871806849616
2025-08-13,-0.2650297405866995
2025-08-14,-0.27219550449879704
2025-08-15,-0.2804029234767825
2025-08-16,-0.27806635149446585
2025-08-17,-0.2744258122218838
2025-08-18,-0.2686892069789287
2025-08-19,-0.26854652606925367
2025-08-20,-0.2744434404680513
